office,authority,mcfd_reg,agency,sda_desc,lsa_desc,off_name,city,open_dt,close_dt,off_type,afterhrs,apt_num,addr1_txt,addr2_txt,post_cd,phone_num,community,lha,lha_name,lat,lng
GED,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Langley,Langley Multi-Disciplinary Team 2,Langley,2000/04/01,2024/03/31,District,N,,"Building 100, Suite 120 - 20434 64th Avenue", ,V2Y1N4, ,LANGLEY,231,Langley,49.1179086,-122.6565133
GEE,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Mental Health Services,Langley,2000/04/01,2024/03/31,District,N,,"Building 100, Suite 120 - 20434 64th Avenue", ,V2Y1N4, ,LANGLEY,231,Langley,49.1179086,-122.6565133
GEF,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Cymh For South Fraser Children In Care,Surrey,2018/04/01,2024/03/31, ,N,,"Suite 102, 9180 King George Hwy", ,V3V5V9, ,SURREY,233,Surrey,49.1697322,-122.8454422
GEI,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,Langley-Cysn,Langley,2008/04/01,2024/03/31,District,N,,"Building 100, Suite 120 - 20434 64th Avenue", ,V2Y1N4, ,LANGLEY,231,Langley,49.1179086,-122.6565133
GEJ,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey North,Adoption - South Fraser,Surrey,2000/04/01,2024/03/31, ,N,,10453 Whalley Boulevard, ,V3T5B1, ,SURREY,233,Surrey,49.1925808,-122.8423406
GFA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey South,Director Of Operations - Surrey South,Surrey,2000/04/01,2024/03/31,District,N,,110 - 7350 King George Hwy, ,V3W5A5, ,SURREY,233,Surrey,49.1362075,-122.8452354
GFB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Delta,Delta Child Safety,Delta,2000/04/01,2024/03/31, ,N,,11861 88th Avenue, ,V4C3C6, ,DELTA,232,Delta,49.1635909,-122.8942151
GFH,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Langley,Float - South Fraser Social Worker,Langley,2000/04/01,2024/03/31, ,N,,"Building 100, Suite 120 - 20434 64th Avenue", ,V2Y1N4, ,LANGLEY,231,Langley,49.1179086,-122.6565133
GFK,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Eating Disorder Program,Delta,2015/04/01,2024/03/31,District,N,,#129 6345 120th Street, ,V4E2A6, ,DELTA,232,Delta,49.1185861,-122.8911508
GGA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mgr Asd,Langley,2000/04/01,2024/03/31, ,N,,20389 Fraser Highway, ,V3A7N2, ,LANGLEY,231,Langley,49.1052313,-122.6571773
GGB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Indigenous,"Delta, Langley, Circle 5 Youth Probation",Surrey,2000/04/01,2024/03/31,District,N,,200-10095 Whalley Blvd, ,V3T4G1, ,SURREY,233,Surrey,49.1859468,-122.8434773
GGH,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Delta - Children Asd,Surrey,2000/04/01,2024/03/31,District,N,,"Suite 200, 8338 - 120th St", ,V3W3N4, ,SURREY,233,Surrey,49.1548935,-122.8900669
GGI,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Langley Adult & Children,Langley,2000/04/01,2024/03/31,District,N,,"Suite 105, 5796 Glover Road", ,V3A4H9, ,LANGLEY,231,Langley,49.1079097,-122.6502877
GGK,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Surrey - Children Asd,Surrey,2000/04/01,2024/03/31,District,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GGR,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Asd Reg Contracts & Resources,Surrey,2000/04/01,2024/03/31,District,N,,"Suite 200, 8338 - 120th St", ,V3W3N4, ,SURREY,233,Surrey,49.1548935,-122.8900669
GHA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,Director Of Operations - South Fraser Cysn And Early Years,Surrey,2018/04/01,2024/03/31,District,N,,#400-15117 101 Avenue, ,V3R8P7, ,SURREY,233,Surrey,49.1862842,-122.8032898
GJA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Director Of Operations - South Fraser Cymh,Surrey,2023/04/01,2024/03/31, ,N,,#400-15117 101 Avenue, ,V3R8P7, ,SURREY,233,Surrey,49.1862842,-122.8032898
GKA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Resources,Director Of Operations - South Fraser Resources,Surrey,2000/04/01,2024/03/31, ,N,,"Suite 102, 9180 King George Hwy", ,V3V5V9, ,SURREY,233,Surrey,49.1697322,-122.8454422
GKB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Resources,Surrey Caregiver Support 1,Surrey,2000/04/01,2024/03/31,District,N,,15405 88th Avenue, ,V3S2S8, ,SURREY,233,Surrey,49.1630098,-122.7956902
GKC,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Resources,South Fraser Contract Resource Team,Surrey,2000/04/01,2024/03/31,District,N,,15405 88th Avenue, ,V3S2S8, ,SURREY,233,Surrey,49.1630098,-122.7956902
GKD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Resources,Surrey Caregiver Support 2,Surrey,2017/04/01,2024/03/31,District,N,,110 - 7350 King George Hwy, ,V3W5A5, ,SURREY,233,Surrey,49.1362075,-122.8452354
GKF,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser Resources,Langley/Delta Caregiver Support Team,Surrey,2000/04/01,2024/03/31,District,N,,15405 88th Avenue, ,V3S2S8, ,SURREY,233,Surrey,49.1630098,-122.7956902
GLA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey East,Director Of Operations-E Surrey,Surrey,2000/04/01,2024/03/31,District,N,,"#8, 15355 102a Avenue", ,V3R7K1, ,SURREY,233,Surrey,49.188952,-122.7966449
GLB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,Surrey-Cysn  South Surrey/Guardianship,Surrey,2000/04/01,2024/03/31,District,N,,"#101, 13680 105a Avenue", ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLC,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey East,Surrey Youth Team,Surrey,2000/04/01,2024/03/31,District,N,,"#8, 15355 102a Avenue", ,V3R7K1, ,SURREY,233,Surrey,49.188952,-122.7966449
GLD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey East,Youth Outreach & Empowerment,Surrey,2000/04/01,2024/03/31,District,N,,"#101, 13680 105a Avenue", ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLF,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey North,Permanency Team,Surrey,2017/04/01,2024/03/31,District,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLG,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Mental Health-Surrey Nrth,Surrey,2000/04/01,2024/03/31, ,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLH,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey South,Cloverdale/Newton Child Safety,Surrey,2002/04/01,2024/03/31,District,N,,"#101, 13680 105a Avenue", ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLI,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Surrey-Cysn South,,2008/04/01,2024/03/31, ,N,,,,, ,,,,,
GLK,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Cloverdale/Newton Mental Health Services,Surrey,2000/04/01,2024/03/31, ,N,,#200 - 13630  72nd Avenue, ,V3W2P3, ,SURREY,233,Surrey,49.1333713,-122.8443864
GLL,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Mental Health - Guildford/Fleetwood,Surrey,2005/04/01,2024/03/31, ,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLM,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,{Office not assigned to an LSA},Mental Health-Cloverdale/Fleetwood,Surrey,2005/04/01,2024/03/31, ,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLN,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Surrey North,Surrey North Multi-Disciplinary Team,Surrey,2008/04/01,2024/03/31,District,N,,#201 - 13680 105a Ave., ,V3T2B3, ,SURREY,233,Surrey,49.1942812,-122.8434872
GLO,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,Surrey-Cysn North Surrey,Surrey,2008/04/01,2024/03/31,District,N,,"#8, 15355 102a Avenue", ,V3R7K1, ,SURREY,233,Surrey,49.188952,-122.7966449
GLP,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,Surrey-Cysn Guildford,Surrey,2000/04/01,2024/03/31,District,Y,,#400-15117 101 Avenue, ,V3R8P7, ,SURREY,233,Surrey,49.1862842,-122.8032898
GLQ,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - South Fraser CYSN and Early Years,South Fraser-Indigenous Cysn,Surrey,2009/04/01,2024/03/31,District,N,,#400-15117 101 Avenue, ,V3R8P7, ,SURREY,233,Surrey,49.1862842,-122.8032898
GLT,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 23 - South Fraser,LSA - Delta,Sf Collaborative Practice Team,Surrey,2014/04/01,2024/03/31,District,N,,"#8, 15355 102a Avenue", ,V3R7K1, ,SURREY,233,Surrey,49.188952,-122.7966449
GZZ,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Provincial Resources,Surrey,2000/04/01,2024/03/31, ,N,,15405 88th Avenue, ,V3S2S8, ,SURREY,233,Surrey,49.1630098,-122.7956902
HBA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,{Office not assigned to an LSA},Eds-North Fraser,Burnaby,2000/04/01,2024/03/31,District,N,,701-1901 Rosser Avenue, ,V5C6R6, ,BURNABY,222,Burnaby,49.2671337,-123.0073721
HBD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Dir Of Practice-North Fraser,Maple Ridge,2013/04/01,2024/03/31,District,N,,#630 22470 Dewdney Trunk Rd, ,V2X5Z6, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2199076,-122.5997848
HBE,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Float North Fraser,Coquitlam,2004/04/01,2024/03/31,District,N,,"Fernwood Lodge, 2601 Lougheed Highway", ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HCA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",Contract & Resources Manager - North Fraser,Coquitlam,2000/04/01,2024/03/31,District,N,,"Suite 200, 906 Roderick Avenue", ,V3K1R1, ,COQUITLAM,224,Tri-Cities,49.2379128,-122.8720849
HCB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",North Fraser Resources,Coquitlam,2000/04/01,2024/03/31,District,N,,"Suite 300, 906 Roderick Avenue", ,V3K1R1, ,COQUITLAM,224,Tri-Cities,49.2379128,-122.8720849
HCC,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",North Fraser Resources,Coquitlam,2000/04/01,2024/03/31,District,N,,"Suite 300, 906 Roderick Avenue", ,V3K1R1, ,COQUITLAM,224,Tri-Cities,49.2379128,-122.8720849
HCD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Resource Recruitment Unit,Coquitlam,2000/04/01,2024/03/31,District,N,,"Suite 300, 906 Roderick Avenue", ,V3K1R1, ,COQUITLAM,224,Tri-Cities,49.2379128,-122.8720849
HDA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Director Of Operations - Tri-Cities,Coquitlam,2000/04/01,2024/03/31,District,N,,"Fernwood Lodge, 2601 Lougheed Highway", ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HDC,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",North Fraser Integrated Practice Cymh Team,Coquitlam,2017/04/01,2024/03/31,District,N,,"Fernwood Lodge, 2601 Lougheed Highway", ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HDD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri Cities West Neighbourhood Centre,Coquitlam,2000/04/01,2024/03/31,District,N,,Unit 5 - 1st Floor - 2601 Lougheed Highway, ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HDE,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Ridge Meadows Family Service Team,Maple Ridge,2000/04/01,2024/03/31,District,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HDG,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri Cities Family Services,Coquitlam,2000/04/01,2024/03/31, ,N,,"Fernwood Lodge, 2601 Lougheed Highway", ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HDH,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Ridge Meadows Integrated Youth Services Team,Maple Ridge,2000/04/01,2024/03/31,District,N,,"Suite 101, 22522 Lougheed Hwy", ,V2X2V1, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.216806,-122.5985842
HDK,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri Cities Cymh Team 1,Port Moody,2000/04/01,2024/03/31,District,N,,"Suite 300, 3003 St. John'S St.", ,V3H2C4, ,PORT MOODY,224,Tri-Cities,49.276279,-122.8442556
HDL,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",Youth Day Treatment Program,Coquitlam,2003/04/01,2024/03/31,District,N,,644 Poirier Street, ,V3J6B1, ,COQUITLAM,224,Tri-Cities,49.2557278,-122.8469586
HDO,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri-Cities Youth Probation And Guardianship,Coquitlam,2004/04/01,2024/03/31, ,N,,"Fernwood Lodge, 2601 Lougheed Highway", ,V3C4J2, ,COQUITLAM,224,Tri-Cities,49.2474719,-122.8073297
HDP,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri Cities East Neighbourhood Centre,Port Coquitlam,2004/04/01,2024/03/31, ,N,,2062 Manning Avenue, ,V3B1L6, ,PORT COQUITLAM,224,Tri-Cities,49.2680825,-122.772422
HDQ,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,"LSA - North Fraser,G.A.R.Y",Tri-Cities Eating Disorder,Port Moody,2005/04/01,2024/03/31,District,N,,"Suite 300, 3003 St. John'S St.", ,V3H2C4, ,PORT MOODY,224,Tri-Cities,49.276279,-122.8442556
HDR,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Tri-Cities,Tri-Cities Cymh Team 2,Port Moody,2008/04/01,2024/03/31,District,N,,"Suite 300, 3003 St. John'S St.", ,V3H2C4, ,PORT MOODY,224,Tri-Cities,49.276279,-122.8442556
HDS,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - North Fraser - Early Years and CYSN,Tri-Cities-Cysn,Coquitlam,2008/04/01,2024/03/31,District,N,,204 Blue Mountain St, ,V3K4H1, ,COQUITLAM,224,Tri-Cities,49.2367371,-122.8735843
HEA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Director Of Operations - Ridge Meadows,Maple Ridge,2000/04/01,2024/03/31,District,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HED,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Ridge Meadows Intake & Assessment,Maple Ridge,2000/04/01,2024/03/31, ,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HEK,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Ridge Meadows - Step Up/Step Down,Maple Ridge,2004/04/01,2024/03/31,District,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HEL,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,North Fraser - Youth Justice,Maple Ridge,2004/04/01,2024/03/31, ,N,,200-22420 Dewdney Trunk Road, ,V2X3J5, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2199507,-122.6008663
HEM,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Ridge Meadows Child & Youth Mental Hlth Team,Maple Ridge,2004/04/01,2024/03/31, ,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HEO,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Ridge Meadows Family Services Team,Maple Ridge,2004/04/01,2024/03/31,District,N,,22323 - 119th Avenue, ,V2X2Z2, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2188474,-122.603885
HEP,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Ridge Meadows,Ridge Meadows Integrated Youth Serv Team,Maple Ridge,2004/04/01,2024/03/31, ,N,,#200 - 11965 Fraser Street, ,V2X8H7, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2201131,-122.6004215
HEQ,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - North Fraser - Early Years and CYSN,Ridge Meadows-Cysn,Maple Ridge,2008/04/01,2024/03/31,District,N,,#630 22470 Dewdney Trunk Rd, ,V2X5Z6, ,MAPLE RIDGE,223,Maple Ridge/Pitt Meadows,49.2199076,-122.5997848
HFA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - New West/North Fraser After Hours,Director Of Operations - New West/North Fraser After Hours,New Westminster,2000/04/01,2024/03/31,District,N,,201 - 1065 Columbia Street, ,V3M6H7, ,NEW WESTMINSTER,221,New Westminster,49.2003629,-122.9191103
HFB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Simon Fraser East Asd,Port Moody,2000/04/01,2024/03/31,District,N,,Suite 400 - 205 Newport Drive, ,V3H5C9, ,PORT MOODY,224,Tri-Cities,49.2824667,-122.8273121
HFE,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Serv To Children W/Special Needs - Simon Fraser East,Port Moody,2000/04/01,2024/03/31,District,N,,Suite 400 - 205 Newport Drive, ,V3H5C9, ,PORT MOODY,224,Tri-Cities,49.2824667,-122.8273121
HFF,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Simon Fraser  West Asd,Burnaby,2000/04/01,2024/03/31,District,N,,209 - 4946 Canada Way, ,V5G4H7, ,BURNABY,222,Burnaby,49.2447528,-122.9731731
HFG,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Serv To  Children W/Special Needs - Simon Fraser West,Burnaby,2000/04/01,2024/03/31,District,N,,209 - 4946 Canada Way, ,V5G4H7, ,BURNABY,222,Burnaby,49.2447528,-122.9731731
HGA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Director Of Operations - Burnaby,Burnaby,2000/04/01,2024/03/31, ,N,,300-5172 Kingsway, ,V5H2E8, ,BURNABY,222,Burnaby,49.2246434,-122.9896298
HGB,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby - Brentwood North,Burnaby,2000/04/01,2024/03/31,District,N,,"Suite 102, 4430 Halifax Street", ,V5C5R4, ,BURNABY,222,Burnaby,49.2677302,-123.0048467
HGC,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby - Central West,Burnaby,2000/04/01,2024/03/31,District,N,,300-5172 Kingsway, ,V5H2E8, ,BURNABY,222,Burnaby,49.2246434,-122.9896298
HGD,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby - Intake And Assessment (0-12),Burnaby,2000/04/01,2024/03/31,District,N,,"Suite 101,7645 Kingsway Avenue", ,V3N3C7, ,BURNABY,222,Burnaby,49.2159611,-122.9423338
HGE,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Community Service Centre -  New Westminster,New Westminster,2000/04/01,2024/03/31, ,N,,201 - 1065 Columbia Street, ,V3M6H7, ,NEW WESTMINSTER,221,New Westminster,49.2003629,-122.9191103
HGF,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby - Intake And Assessment-Youth,Burnaby,2000/04/01,2024/03/31,District,N,,300-5172 Kingsway, ,V5H2E8, ,BURNABY,222,Burnaby,49.2246434,-122.9896298
HGH,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby South,Burnaby,2000/04/01,2024/03/31, ,N,,Suite 240 - 4680 Kinsway, ,V5H4L9, ,BURNABY,222,Burnaby,49.2290347,-123.0014685
HGI,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby North,Burnaby,2003/04/01,2024/03/31,District,N,,701-1901 Rosser Avenue, ,V5C6R6, ,BURNABY,222,Burnaby,49.2671337,-123.0073721
HGL,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - Burnaby,Burnaby-Family Service And Guardianship,Burnaby,2003/04/01,2024/03/31,District,N,,"Suite 101,7645 Kingsway Avenue", ,V3N3C7, ,BURNABY,222,Burnaby,49.2159611,-122.9423338
HGM,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - North Fraser - Early Years and CYSN,Burnaby/New West-Cysn,Burnaby,2008/04/01,2024/03/31,District,N,,300-5172 Kingsway, ,V5H2E8, ,BURNABY,222,Burnaby,49.2246434,-122.9896298
HGN,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - New West/North Fraser After Hours,North Fraser Youth First,New Westminster,2014/04/01,2024/03/31,District,N,,"Suite 201, 237 E Columbia St", ,V3L3W4, ,NEW WESTMINSTER,221,New Westminster,49.2248744,-122.8933007
HIA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - North Fraser - Early Years and CYSN,Director Of Operations - North Fraser - Early Years And Cysn,Coquitlam,2018/04/01,2024/03/31,District,N,,204 Blue Mountain St, ,V3K4H1, ,COQUITLAM,224,Tri-Cities,49.2367371,-122.8735843
HMA,2 - Coast Fraser,2 - Coast Fraser,Ministry Of Children And Family Development,SDA 22 - North East Fraser,LSA - N Fraser Aboriginal,Director Of Operations - N. Fraser Aboriginal & New West,Burnaby,2003/04/01,2024/03/31,District,N,,"Suite 101,7645 Kingsway Avenue", ,V3N3C7, ,BURNABY,222,Burnaby,49.2159611,-122.9423338
